"store_type","product_category","country","years","months","actual_value","pct_overstock","prev_overstock","change_overstock","pct_slow_movers","prev_slow_movers","change_slow_movers","classification","ranking"
"Store","Audio","United Kingdom","Year 2009","August","88096.48","62.00","68.00","-6.00","2.00","0.00","2.00","WATCHLIST","2"
"Store","Cameras and camcorders ","United Kingdom","Year 2009","August","69223.67","62.00","60.00","2.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","United Kingdom","Year 2009","December","54538.30","87.00","61.00","26.00","0.00","8.00","-8.00","WATCHLIST","1"
"Store","Audio","United Kingdom","Year 2009","December","72063.00","75.00","56.00","19.00","1.00","0.00","1.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","United Kingdom","Year 2009","December","63316.19","54.00","66.00","-12.00","0.00","2.00","-2.00","WATCHLIST","3"
"Store","Audio","United Kingdom","Year 2009","February","46333.93","62.00","65.00","-3.00","1.00","0.00","1.00","WATCHLIST","2"
"Store","Cameras and camcorders ","United Kingdom","Year 2009","February","35734.38","48.00","65.00","-17.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","United Kingdom","Year 2009","January","82108.24","65.00","50.00","15.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","United Kingdom","Year 2009","January","65893.33","65.00","77.00","-12.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","United Kingdom","Year 2009","January","77542.62","64.00","55.00","9.00","2.00","0.00","2.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","United Kingdom","Year 2009","July","63626.34","75.00","75.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","United Kingdom","Year 2009","July","76886.58","68.00","81.00","-13.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","United Kingdom","Year 2009","July","46181.08","60.00","78.00","-18.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","United Kingdom","Year 2009","June","103334.51","81.00","76.00","5.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","United Kingdom","Year 2009","June","77158.01","78.00","69.00","9.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","United Kingdom","Year 2009","June","82930.65","75.00","87.00","-12.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","United Kingdom","Year 2009","March","49332.29","68.00","48.00","20.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","United Kingdom","Year 2009","March","55982.23","60.00","76.00","-16.00","0.00","7.00","-7.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","United Kingdom","Year 2009","May","83043.93","87.00","68.00","19.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","United Kingdom","Year 2009","May","95790.24","76.00","60.00","16.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","United Kingdom","Year 2009","May","110285.80","69.00","86.00","-17.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","United Kingdom","Year 2009","November","79298.64","66.00","72.00","-6.00","2.00","3.00","-1.00","WATCHLIST","1"
"Store","Audio","United Kingdom","Year 2009","November","80005.03","56.00","63.00","-7.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","United Kingdom","Year 2009","October","64907.60","88.00","66.00","22.00","5.00","0.00","5.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","United Kingdom","Year 2009","October","54398.48","72.00","54.00","18.00","3.00","4.00","-1.00","WATCHLIST","2"
"Store","Audio","United Kingdom","Year 2009","October","116545.62","63.00","66.00","-3.00","0.00","2.00","-2.00","WATCHLIST","3"
"Store","Cameras and camcorders ","United Kingdom","Year 2009","September","81121.16","66.00","62.00","4.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","United Kingdom","Year 2009","September","149293.67","66.00","62.00","4.00","2.00","2.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","United Kingdom","Year 2009","September","72213.97","54.00","76.00","-22.00","4.00","1.00","3.00","WATCHLIST","3"
"Catalog","Audio","United States","Year 2007","April","40340.12","72.00","72.00","0.00","8.00","5.00","3.00","WATCHLIST","3"
"Catalog","Cameras and camcorders ","United States","Year 2007","April","41111.65","70.00","60.00","10.00","5.00","5.00","0.00","WATCHLIST","4"
"Reseller","Cameras and camcorders ","United States","Year 2007","April","22556.40","70.00","47.00","23.00","5.00","4.00","1.00","WATCHLIST","5"
"Catalog","Music, Movies and Audio Books","United States","Year 2007","February","3726.65","81.00","62.00","19.00","0.00","0.00","0.00","WATCHLIST","1"
"Catalog","Audio","United States","Year 2007","February","36897.66","76.00","76.00","0.00","6.00","7.00","-1.00","WATCHLIST","2"
"Catalog","Cameras and camcorders ","United States","Year 2007","February","8256.60","71.00","100.00","-29.00","0.00","0.00","0.00","WATCHLIST","3"
"Online","Cameras and camcorders ","United States","Year 2007","February","5504.40","50.00","28.00","22.00","12.00","0.00","12.00","WATCHLIST","4"
"Reseller","Audio","United States","Year 2007","February","20022.90","50.00","64.00","-14.00","19.00","24.00","-5.00","WATCHLIST","5"
"Catalog","Cameras and camcorders ","United States","Year 2007","January","9709.15","100.00","","","0.00","","","WATCHLIST","1"
"Catalog","Audio","United States","Year 2007","January","47719.48","76.00","","","7.00","","","WATCHLIST","2"
"Reseller","Audio","United States","Year 2007","January","14103.00","64.00","","","24.00","","","WATCHLIST","3"
"Catalog","Music, Movies and Audio Books","United States","Year 2007","January","2344.9","62.00","","","0.00","","","WATCHLIST","4"
"Online","Music, Movies and Audio Books","United States","Year 2007","January","2122.2","54.00","","","0.00","","","WATCHLIST","5"
"Catalog","Cameras and camcorders ","United States","Year 2007","June","38357.35","78.00","78.00","0.00","0.00","10.00","-10.00","WATCHLIST","1"
"Reseller","Cameras and camcorders ","United States","Year 2007","June","20663.80","76.00","69.00","7.00","5.00","0.00","5.00","WATCHLIST","2"
"Reseller","Audio","United States","Year 2007","June","23199.94","75.00","56.00","19.00","9.00","12.00","-3.00","WATCHLIST","3"
"Reseller","Music, Movies and Audio Books","United States","Year 2007","June","10889.10","72.00","55.00","17.00","15.00","14.00","1.00","WATCHLIST","5"
"Online","Cameras and camcorders ","United States","Year 2007","March","25490.65","72.00","50.00","22.00","11.00","12.00","-1.00","WATCHLIST","1"
"Catalog","Audio","United States","Year 2007","March","41390.30","72.00","76.00","-4.00","5.00","6.00","-1.00","WATCHLIST","2"
"Catalog","Cameras and camcorders ","United States","Year 2007","March","25731.30","60.00","71.00","-11.00","5.00","0.00","5.00","WATCHLIST","3"
"Online","Audio","United States","Year 2007","March","31730.56","59.00","35.00","24.00","12.00","14.00","-2.00","WATCHLIST","4"
"Reseller","Audio","United States","Year 2007","March","27161.56","55.00","50.00","5.00","14.00","19.00","-5.00","WATCHLIST","5"
"Online","Audio","United States","Year 2007","May","30828.70","76.00","56.00","20.00","7.00","0.00","7.00","WATCHLIST","2"
"Online","Music, Movies and Audio Books","United States","Year 2007","May","10396.23","68.00","66.00","2.00","13.00","15.00","-2.00","WATCHLIST","4"
"Online","Cameras and camcorders ","United States","Year 2007","May","24335.50","68.00","90.00","-22.00","0.00","10.00","-10.00","WATCHLIST","5"
"Catalog","Music, Movies and Audio Books","United States","Year 2007","November","20243.67","87.00","69.00","18.00","0.00","9.00","-9.00","WATCHLIST","3"
"Reseller","Cameras and camcorders ","United States","Year 2007","October","21307.45","85.00","76.00","9.00","0.00","5.00","-5.00","WATCHLIST","1"
"Catalog","Cameras and camcorders ","United States","Year 2007","October","28349.25","70.00","90.00","-20.00","5.00","0.00","5.00","WATCHLIST","3"
"Catalog","Music, Movies and Audio Books","United States","Year 2007","October","16279.52","69.00","85.00","-16.00","9.00","10.00","-1.00","WATCHLIST","5"
"Catalog","Cameras and camcorders ","United States","Year 2007","September","41875.10","90.00","84.00","6.00","0.00","5.00","-5.00","WATCHLIST","1"
"Catalog","Cameras and camcorders ","United States","Year 2008","April","48618.82","95.00","57.00","38.00","4.00","4.00","0.00","WATCHLIST","1"
"Reseller","Music, Movies and Audio Books","United States","Year 2008","April","13851.01","91.00","77.00","14.00","4.00","0.00","4.00","WATCHLIST","3"
"Catalog","Music, Movies and Audio Books","United States","Year 2008","April","20875.70","90.00","90.00","0.00","0.00","4.00","-4.00","WATCHLIST","4"
"Catalog","Audio","United States","Year 2008","April","48763.56","87.00","89.00","-2.00","4.00","2.00","2.00","WATCHLIST","5"
"Reseller","Cameras and camcorders ","United States","Year 2008","August","55242.73","96.00","87.00","9.00","0.00","6.00","-6.00","WATCHLIST","1"
"Catalog","Music, Movies and Audio Books","United States","Year 2008","August","68766.22","94.00","88.00","6.00","0.00","3.00","-3.00","WATCHLIST","2"
"Online","Audio","United States","Year 2008","August","78682.88","91.00","88.00","3.00","0.00","0.00","0.00","WATCHLIST","3"
"Online","Music, Movies and Audio Books","United States","Year 2008","August","77686.53","90.00","88.00","2.00","0.00","2.00","-2.00","WATCHLIST","4"
"Reseller","Music, Movies and Audio Books","United States","Year 2008","August","67347.97","89.00","88.00","1.00","1.00","2.00","-1.00","WATCHLIST","5"
"Reseller","Audio","United States","Year 2008","December","45589.41","93.00","88.00","5.00","0.00","1.00","-1.00","WATCHLIST","2"
"Online","Cameras and camcorders ","United States","Year 2008","December","51929.61","90.00","82.00","8.00","0.00","3.00","-3.00","WATCHLIST","3"
"Catalog","Music, Movies and Audio Books","United States","Year 2008","December","81716.03","90.00","85.00","5.00","0.00","4.00","-4.00","WATCHLIST","4"
"Catalog","Audio","United States","Year 2008","December","82843.07","90.00","94.00","-4.00","3.00","4.00","-1.00","WATCHLIST","5"
"Online","Cameras and camcorders ","United States","Year 2008","February","41588.11","90.00","88.00","2.00","0.00","0.00","0.00","WATCHLIST","1"
"Online","Music, Movies and Audio Books","United States","Year 2008","February","19759.12","90.00","84.00","6.00","3.00","0.00","3.00","WATCHLIST","2"
"Online","Audio","United States","Year 2008","February","35817.50","86.00","93.00","-7.00","2.00","0.00","2.00","WATCHLIST","4"
"Catalog","Music, Movies and Audio Books","United States","Year 2008","February","15255.34","85.00","88.00","-3.00","3.00","0.00","3.00","WATCHLIST","5"
"Online","Audio","United States","Year 2008","January","34441.64","93.00","84.00","9.00","0.00","15.00","-15.00","WATCHLIST","1"
"Reseller","Music, Movies and Audio Books","United States","Year 2008","January","10579.10","92.00","84.00","8.00","0.00","13.00","-13.00","WATCHLIST","2"
"Reseller","Cameras and camcorders ","United States","Year 2008","January","23680.86","92.00","83.00","9.00","0.00","0.00","0.00","WATCHLIST","3"
"Online","Cameras and camcorders ","United States","Year 2008","January","17191.17","88.00","94.00","-6.00","0.00","5.00","-5.00","WATCHLIST","4"
"Catalog","Music, Movies and Audio Books","United States","Year 2008","January","21056.56","88.00","72.00","16.00","0.00","9.00","-9.00","WATCHLIST","5"
"Catalog","Cameras and camcorders ","United States","Year 2008","July","54089.05","95.00","79.00","16.00","0.00","0.00","0.00","WATCHLIST","1"
"Catalog","Audio","United States","Year 2008","July","76766.65","90.00","86.00","4.00","1.00","3.00","-2.00","WATCHLIST","2"
"Catalog","Music, Movies and Audio Books","United States","Year 2008","July","58250.17","88.00","85.00","3.00","3.00","2.00","1.00","WATCHLIST","3"
"Reseller","Music, Movies and Audio Books","United States","Year 2008","July","34175.53","88.00","87.00","1.00","2.00","0.00","2.00","WATCHLIST","4"
"Online","Music, Movies and Audio Books","United States","Year 2008","July","41932.99","88.00","82.00","6.00","2.00","2.00","0.00","WATCHLIST","5"
"Reseller","Music, Movies and Audio Books","United States","Year 2008","June","17934.32","87.00","64.00","23.00","0.00","5.00","-5.00","WATCHLIST","1"
"Reseller","Audio","United States","Year 2008","June","31432.13","86.00","86.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Catalog","Audio","United States","Year 2008","June","73513.94","86.00","88.00","-2.00","3.00","1.00","2.00","WATCHLIST","4"
"Catalog","Music, Movies and Audio Books","United States","Year 2008","June","34886.86","85.00","82.00","3.00","2.00","2.00","0.00","WATCHLIST","5"
"Catalog","Music, Movies and Audio Books","United States","Year 2008","March","24864.37","90.00","85.00","5.00","4.00","3.00","1.00","WATCHLIST","1"
"Catalog","Audio","United States","Year 2008","March","51249.18","89.00","68.00","21.00","2.00","0.00","2.00","WATCHLIST","2"
"Online","Music, Movies and Audio Books","United States","Year 2008","March","17303.42","88.00","90.00","-2.00","2.00","3.00","-1.00","WATCHLIST","3"
"Online","Cameras and camcorders ","United States","Year 2008","March","40024.56","88.00","90.00","-2.00","0.00","0.00","0.00","WATCHLIST","4"
"Reseller","Cameras and camcorders ","United States","Year 2008","March","29857.01","86.00","83.00","3.00","0.00","0.00","0.00","WATCHLIST","5"
"Online","Audio","United States","Year 2008","May","77686.56","88.00","86.00","2.00","0.00","2.00","-2.00","WATCHLIST","2"
"Catalog","Audio","United States","Year 2008","May","60109.78","88.00","87.00","1.00","1.00","4.00","-3.00","WATCHLIST","3"
"Reseller","Audio","United States","Year 2008","May","39269.74","86.00","70.00","16.00","0.00","2.00","-2.00","WATCHLIST","4"
"Reseller","Cameras and camcorders ","United States","Year 2008","May","23956.49","85.00","86.00","-1.00","0.00","6.00","-6.00","WATCHLIST","5"
"Catalog","Audio","United States","Year 2008","November","111999.81","94.00","88.00","6.00","4.00","3.00","1.00","WATCHLIST","1"
"Reseller","Music, Movies and Audio Books","United States","Year 2008","November","61514.02","90.00","82.00","8.00","1.00","5.00","-4.00","WATCHLIST","2"
"Reseller","Audio","United States","Year 2008","November","81005.92","88.00","82.00","6.00","1.00","5.00","-4.00","WATCHLIST","3"
"Catalog","Cameras and camcorders ","United States","Year 2008","November","93470.78","86.00","91.00","-5.00","0.00","0.00","0.00","WATCHLIST","4"
"Reseller","Cameras and camcorders ","United States","Year 2008","November","65742.60","86.00","100.00","-14.00","3.00","0.00","3.00","WATCHLIST","5"
"Reseller","Cameras and camcorders ","United States","Year 2008","October","37262.83","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Online","Music, Movies and Audio Books","United States","Year 2008","October","75282.98","92.00","90.00","2.00","0.00","3.00","-3.00","WATCHLIST","2"
"Catalog","Cameras and camcorders ","United States","Year 2008","October","55371.00","91.00","95.00","-4.00","0.00","0.00","0.00","WATCHLIST","3"
"Catalog","Audio","United States","Year 2008","October","79450.49","88.00","92.00","-4.00","3.00","0.00","3.00","WATCHLIST","4"
"Catalog","Music, Movies and Audio Books","United States","Year 2008","October","64839.17","84.00","87.00","-3.00","3.00","0.00","3.00","WATCHLIST","5"
"Reseller","Cameras and camcorders ","United States","Year 2008","September","60700.29","100.00","96.00","4.00","0.00","0.00","0.00","WATCHLIST","1"
"Reseller","Audio","United States","Year 2008","September","50504.82","97.00","86.00","11.00","0.00","0.00","0.00","WATCHLIST","2"
"Catalog","Cameras and camcorders ","United States","Year 2008","September","54624.44","95.00","89.00","6.00","0.00","0.00","0.00","WATCHLIST","3"
"Online","Audio","United States","Year 2008","September","78931.68","94.00","91.00","3.00","0.00","0.00","0.00","WATCHLIST","4"
"Reseller","Music, Movies and Audio Books","United States","Year 2008","September","49489.11","93.00","89.00","4.00","0.00","1.00","-1.00","WATCHLIST","5"
"Online","Audio","United States","Year 2009","April","115453.90","94.00","90.00","4.00","0.00","0.00","0.00","WATCHLIST","1"
"Online","Cameras and camcorders ","United States","Year 2009","April","70120.66","94.00","95.00","-1.00","0.00","0.00","0.00","WATCHLIST","2"
"Catalog","Music, Movies and Audio Books","United States","Year 2009","April","97703.73","94.00","93.00","1.00","1.00","4.00","-3.00","WATCHLIST","3"
"Reseller","Music, Movies and Audio Books","United States","Year 2009","April","61464.96","91.00","91.00","0.00","0.00","0.00","0.00","WATCHLIST","4"
"Online","Music, Movies and Audio Books","United States","Year 2009","April","87515.29","90.00","92.00","-2.00","0.00","5.00","-5.00","WATCHLIST","5"
"Reseller","Cameras and camcorders ","United States","Year 2009","August","36007.59","100.00","88.00","12.00","0.00","0.00","0.00","WATCHLIST","1"
"Catalog","Cameras and camcorders ","United States","Year 2009","August","126908.33","100.00","88.00","12.00","0.00","0.00","0.00","WATCHLIST","2"
"Catalog","Audio","United States","Year 2009","August","159748.18","98.00","100.00","-2.00","0.00","0.00","0.00","WATCHLIST","3"
"Online","Music, Movies and Audio Books","United States","Year 2009","August","106988.32","96.00","94.00","2.00","0.00","0.00","0.00","WATCHLIST","4"
"Online","Cameras and camcorders ","United States","Year 2009","August","112159.28","96.00","95.00","1.00","0.00","4.00","-4.00","WATCHLIST","5"
"Catalog","Music, Movies and Audio Books","United States","Year 2009","December","88420.02","97.00","98.00","-1.00","4.00","1.00","3.00","WATCHLIST","2"
"Reseller","Audio","United States","Year 2009","December","69116.92","96.00","97.00","-1.00","0.00","5.00","-5.00","WATCHLIST","3"
"Online","Music, Movies and Audio Books","United States","Year 2009","December","89519.21","96.00","93.00","3.00","0.00","4.00","-4.00","WATCHLIST","4"
"Online","Cameras and camcorders ","United States","Year 2009","December","111992.61","95.00","94.00","1.00","0.00","0.00","0.00","WATCHLIST","5"
"Reseller","Cameras and camcorders ","United States","Year 2009","February","37887.79","100.00","92.00","8.00","0.00","7.00","-7.00","WATCHLIST","2"
"Catalog","Music, Movies and Audio Books","United States","Year 2009","February","89171.33","96.00","90.00","6.00","0.00","1.00","-1.00","WATCHLIST","3"
"Online","Audio","United States","Year 2009","February","63410.69","94.00","88.00","6.00","0.00","2.00","-2.00","WATCHLIST","5"
"Online","Music, Movies and Audio Books","United States","Year 2009","January","76900.19","94.00","82.00","12.00","1.00","1.00","0.00","WATCHLIST","1"
"Reseller","Music, Movies and Audio Books","United States","Year 2009","January","39370.73","91.00","80.00","11.00","0.00","0.00","0.00","WATCHLIST","3"
"Catalog","Audio","United States","Year 2009","January","74005.64","91.00","90.00","1.00","2.00","3.00","-1.00","WATCHLIST","4"
"Catalog","Music, Movies and Audio Books","United States","Year 2009","January","123862.46","90.00","90.00","0.00","1.00","0.00","1.00","WATCHLIST","5"
"Catalog","Audio","United States","Year 2009","July","91623.00","100.00","88.00","12.00","0.00","2.00","-2.00","WATCHLIST","1"
"Online","Audio","United States","Year 2009","July","109956.00","97.00","89.00","8.00","2.00","0.00","2.00","WATCHLIST","2"
"Online","Cameras and camcorders ","United States","Year 2009","July","83097.28","95.00","94.00","1.00","4.00","0.00","4.00","WATCHLIST","3"
"Reseller","Audio","United States","Year 2009","July","58278.61","95.00","96.00","-1.00","0.00","0.00","0.00","WATCHLIST","4"
"Online","Music, Movies and Audio Books","United States","Year 2009","July","111785.81","94.00","97.00","-3.00","0.00","2.00","-2.00","WATCHLIST","5"
"Online","Music, Movies and Audio Books","United States","Year 2009","June","68452.18","97.00","87.00","10.00","2.00","0.00","2.00","WATCHLIST","1"
"Reseller","Audio","United States","Year 2009","June","49455.56","96.00","87.00","9.00","0.00","0.00","0.00","WATCHLIST","2"
"Catalog","Music, Movies and Audio Books","United States","Year 2009","June","89664.02","94.00","93.00","1.00","0.00","0.00","0.00","WATCHLIST","3"
"Online","Cameras and camcorders ","United States","Year 2009","June","64168.98","94.00","95.00","-1.00","0.00","0.00","0.00","WATCHLIST","4"
"Reseller","Music, Movies and Audio Books","United States","Year 2009","June","46421.71","93.00","89.00","4.00","3.00","2.00","1.00","WATCHLIST","5"
"Reseller","Audio","United States","Year 2009","March","42551.67","96.00","95.00","1.00","0.00","8.00","-8.00","WATCHLIST","1"
"Online","Cameras and camcorders ","United States","Year 2009","March","101929.36","95.00","100.00","-5.00","0.00","9.00","-9.00","WATCHLIST","2"
"Catalog","Music, Movies and Audio Books","United States","Year 2009","March","71174.07","93.00","96.00","-3.00","4.00","0.00","4.00","WATCHLIST","3"
"Reseller","Music, Movies and Audio Books","United States","Year 2009","March","31630.02","91.00","91.00","0.00","0.00","0.00","0.00","WATCHLIST","5"
"Online","Cameras and camcorders ","United States","Year 2009","May","79332.86","95.00","94.00","1.00","0.00","0.00","0.00","WATCHLIST","1"
"Catalog","Music, Movies and Audio Books","United States","Year 2009","May","111924.00","93.00","94.00","-1.00","0.00","1.00","-1.00","WATCHLIST","2"
"Catalog","Cameras and camcorders ","United States","Year 2009","May","124750.63","93.00","88.00","5.00","3.00","0.00","3.00","WATCHLIST","3"
"Catalog","Audio","United States","Year 2009","May","123729.28","92.00","86.00","6.00","0.00","2.00","-2.00","WATCHLIST","4"
"Reseller","Cameras and camcorders ","United States","Year 2009","May","64370.06","90.00","72.00","18.00","0.00","5.00","-5.00","WATCHLIST","5"
"Online","Audio","United States","Year 2009","November","108780.30","100.00","90.00","10.00","0.00","0.00","0.00","WATCHLIST","1"
"Catalog","Music, Movies and Audio Books","United States","Year 2009","November","118856.82","98.00","96.00","2.00","1.00","0.00","1.00","WATCHLIST","2"
"Catalog","Audio","United States","Year 2009","November","115129.43","97.00","90.00","7.00","0.00","4.00","-4.00","WATCHLIST","4"
"Reseller","Music, Movies and Audio Books","United States","Year 2009","October","57416.02","97.00","97.00","0.00","2.00","2.00","0.00","WATCHLIST","1"
"Catalog","Music, Movies and Audio Books","United States","Year 2009","October","83246.52","96.00","98.00","-2.00","0.00","0.00","0.00","WATCHLIST","2"
"Online","Music, Movies and Audio Books","United States","Year 2009","October","96859.41","96.00","100.00","-4.00","0.00","0.00","0.00","WATCHLIST","3"
"Reseller","Audio","United States","Year 2009","October","82731.61","95.00","90.00","5.00","2.00","0.00","2.00","WATCHLIST","4"
"Reseller","Cameras and camcorders ","United States","Year 2009","October","59559.81","93.00","92.00","1.00","0.00","0.00","0.00","WATCHLIST","5"
"Online","Music, Movies and Audio Books","United States","Year 2009","September","80751.47","100.00","96.00","4.00","0.00","0.00","0.00","WATCHLIST","1"
"Online","Cameras and camcorders ","United States","Year 2009","September","53787.27","100.00","96.00","4.00","0.00","0.00","0.00","WATCHLIST","2"
"Catalog","Music, Movies and Audio Books","United States","Year 2009","September","109224.35","98.00","96.00","2.00","0.00","0.00","0.00","WATCHLIST","3"
"Reseller","Music, Movies and Audio Books","United States","Year 2009","September","61338.49","97.00","95.00","2.00","2.00","0.00","2.00","WATCHLIST","4"
"Store","Cameras and camcorders ","Armenia","Year 2007","April","6434.40","33.00","33.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Slovenia","Year 2009","July","6346.03","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Slovenia","Year 2009","July","2298.75","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Slovenia","Year 2009","July","12343.36","75.00","66.00","9.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Slovenia","Year 2009","June","3498.06","66.00","100.00","-34.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Slovenia","Year 2009","March","2678.92","100.00","0.00","100.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Slovenia","Year 2009","March","9225.48","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Slovenia","Year 2009","March","253.47","0.00","25.00","-25.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Slovenia","Year 2009","May","2494.92","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Slovenia","Year 2009","May","4118.94","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Slovenia","Year 2009","May","3972.96","100.00","57.00","43.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Slovenia","Year 2009","November","4126.52","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Slovenia","Year 2009","November","9766.20","50.00","22.00","28.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Slovenia","Year 2009","November","1489.77","0.00","0.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Slovenia","Year 2009","October","1590.60","100.00","0.00","100.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Slovenia","Year 2009","October","12735.17","22.00","80.00","-58.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Slovenia","Year 2009","October","639.45","0.00","70.00","-70.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Slovenia","Year 2009","September","4653.07","80.00","100.00","-20.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Slovenia","Year 2009","September","9421.94","70.00","84.00","-14.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","South Korea","Year 2007","April","9274.74","63.00","80.00","-17.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","South Korea","Year 2007","April","4776.15","30.00","33.00","-3.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","South Korea","Year 2007","April","1400.73","0.00","0.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","South Korea","Year 2007","August","1287.30","100.00","0.00","100.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","South Korea","Year 2007","August","1189.36","87.00","16.00","71.00","12.00","0.00","12.00","WATCHLIST","2"
"Store","Audio","South Korea","Year 2007","December","14692.48","78.00","40.00","38.00","0.00","27.00","-27.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","South Korea","Year 2007","December","2612.39","58.00","100.00","-42.00","11.00","0.00","11.00","WATCHLIST","2"
"Store","Cameras and camcorders ","South Korea","Year 2007","December","4134.60","40.00","100.00","-60.00","60.00","25.00","35.00","WATCHLIST","3"
"Store","Audio","South Korea","Year 2007","February","5881.84","44.00","50.00","-6.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","South Korea","Year 2007","February","1376.10","0.00","0.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","South Korea","Year 2007","January","104.8","100.00","","","0.00","","","WATCHLIST","1"
"Store","Audio","South Korea","Year 2007","January","1564.10","50.00","","","0.00","","","WATCHLIST","2"
"Store","Cameras and camcorders ","South Korea","Year 2007","January","535.15","0.00","","","0.00","","","WATCHLIST","3"
"Store","Cameras and camcorders ","South Korea","Year 2007","July","6521.10","0.00","40.00","-40.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","South Korea","Year 2007","June","3737.98","63.00","42.00","21.00","0.00","5.00","-5.00","WATCHLIST","1"
"Store","Cameras and camcorders ","South Korea","Year 2007","June","4195.55","40.00","0.00","40.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","South Korea","Year 2007","June","3864.20","25.00","50.00","-25.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","South Korea","Year 2007","March","7930.64","80.00","44.00","36.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","South Korea","Year 2007","March","3123.15","33.00","0.00","33.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","South Korea","Year 2007","March","720.79","0.00","0.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","South Korea","Year 2007","May","4348.84","50.00","63.00","-13.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","South Korea","Year 2007","November","1375.70","100.00","100.00","0.00","0.00","33.00","-33.00","WATCHLIST","2"
"Store","Audio","South Korea","Year 2007","November","11217.68","40.00","72.00","-32.00","27.00","31.00","-4.00","WATCHLIST","3"
"Store","Cameras and camcorders ","South Korea","Year 2007","October","1103.40","100.00","0.00","100.00","0.00","0.00","0.00","WATCHLIST","2"
