"product","actual_value","pct_overstock","actual_value_overstock","solution_layer"
"The Phone Company PDA Handheld 3.5 inch M610 White","1556172.90","44.00","813150.18","Monitor"
"Contoso Enhanced Capacity Battery M800 White","814307.27","98.00","810522.42","Monitor"
"Contoso Enhanced Capacity Battery M800 Grey","814127.65","98.00","809560.17","Monitor"
"Adventure Works Desk Lamp E1200 Grey","815614.47","98.00","809513.76","Monitor"
"Litware 3-Speed Oscillating High-Performance Fan E201 Black","816012.01","97.00","808458.75","Monitor"
"Litware USB Durable Desk Soft Fan E1401 Black","818917.11","97.00","807831.86","Monitor"
"Fabrikam Laptop8.9 E0800 Silver","842996.05","95.00","807755.65","Monitor"
"Litware 3-Speed Oscillating High-Performance Fan E201 White","819253.49","96.00","807021.49","Monitor"
"Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black","817123.08","96.00","805769.28","Monitor"
"Litware Desk Lamp E1020 Black","815614.47","97.00","805217.27","Monitor"
"Proseware Desk Lamp E0120 Silver","803611.82","97.00","793214.62","Monitor"
"Contoso Enhanced Capacity Battery M800 Black","791957.41","98.00","788467.65","Monitor"
"Adventure Works Desk Lamp E1200 White","796196.17","97.00","784912.15","Monitor"
"Proseware Desk Lamp E0120 Black","794101.44","97.00","783903.01","Monitor"
"A. Datum Full Frame Digital Camera X300 Silver","789866.13","95.00","782289.66","Monitor"
"Litware USB Durable Desk Soft Fan E1401 Red","792893.53","97.00","781991.76","Monitor"
"Adventure Works Desk Lamp E1200 Black","792373.67","97.00","780172.25","Monitor"
"The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey","1310217.17","41.00","779490.33","Monitor"
"Litware 3-Speed Oscillating High-Performance Fan E201 Silver","787587.90","97.00","779316.01","Monitor"
"WWI Desk Lamp E120 Silver","788597.04","97.00","779163.11","Monitor"
"Litware USB Durable Desk Soft Fan E1401 Blue","782955.03","96.00","771716.88","Monitor"
"The Phone Company PDA GPS Phone 4.7 inch L950 Silver","1687633.13","37.00","769866.02","Monitor"
"Contoso USB Cable M250 Black","769177.50","99.00","766590.0","Monitor"
"Adventure Works Desk Lamp E1200 Blue","777771.72","96.00","765142.18","Monitor"
"The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Black","1354483.65","43.00","765127.27","Monitor"
"Contoso Digital Camera/Camcorder USB Cable E324 Purple","773861.76","97.00","762537.72","Monitor"
"The Phone Company Smart phones 4 GB of Memory M300 Pink","1275395.64","46.00","761346.57","Monitor"
"NT Wireless Transmitter and Bluetooth Headphones M150 Black","942172.09","71.00","751909.08","Monitor"
"NT Wireless Bluetooth Stereo Headphones M402 Red","950544.54","71.00","744921.98","Monitor"
"Contoso USB Cable M250 Blue","747040.00","99.00","744015.5","Monitor"
"Contoso Digital Camera/Camcorder USB Cable E324 Silver","753198.60","96.00","742788.48","Monitor"
"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Grey","748107.36","93.00","741495.30","Monitor"
"Proseware Fax Phone E100 White","754962.84","90.00","741255.60","Monitor"
"The Phone Company Smart phones 4 GB of Memory M300 White","1328372.26","45.00","739474.48","Monitor"
"Contoso Digital Camera/Camcorder USB Cable E324 Black","747086.76","97.00","738832.92","Monitor"
"NT Wireless Transmitter and Bluetooth Headphones M150 Silver","971588.57","68.00","737051.77","Monitor"
"The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold","1358251.01","44.00","736401.15","Monitor"
"NT Wireless Bluetooth Stereo Headphones M402 Black","989995.38","65.00","735634.02","Monitor"
"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 White","738443.58","93.00","733066.74","Monitor"
"WWI Desk Lamp E120 Black","741473.26","97.00","732207.52","Monitor"
"Proseware Fax phone E100 Grey","739658.64","93.00","730564.84","Monitor"
"Contoso Mini Battery Charger Kit E320 Red","739034.66","97.00","729747.20","Monitor"
"Contoso 16GB New Generation MP5 Player M1650 blue","835916.15","76.00","727092.35","Monitor"
"Contoso Home/Office Laptop Power Adapter E300 White","733850.00","97.00","726063.0","Monitor"
"Contoso Home/Office Laptop Power Adapter E300 Grey","731757.00","97.00","723567.0","Monitor"
"Proseware High-Performance Business-Class Laser Fax X200 Green","726136.29","98.00","722438.64","Monitor"
"Contoso Home/Office Laptop Power Adapter E300 Black","728377.00","97.00","720226.0","Monitor"
"NT Wireless Bluetooth Stereo Headphones M402 Purple","971235.54","64.00","710712.86","Monitor"
"The Phone Company Smart phones 4 GB of Memory M300 Grey","1320898.38","41.00","707820.40","Monitor"
"Contoso Digital camera accessory kit M200 Black","707832.93","98.00","705656.91","Monitor"
"Contoso Mini Battery Charger Kit E320 Silver","712459.02","97.00","702152.36","Monitor"
"NT Wireless Bluetooth Stereo Headphones M402 Silver","941486.48","67.00","699953.54","Monitor"
"Contoso 16GB New Generation MP5 Player M1650 White","836449.60","73.00","688257.19","Monitor"
"NT Wireless Transmitter and Bluetooth Headphones M150 Red","893475.89","69.00","688007.74","Monitor"
"Contoso Mini Battery Charger Kit E320 Black","699540.66","96.00","686902.58","Monitor"
"NT Wireless Bluetooth Stereo Headphones E302 Black","888187.60","59.00","684156.60","Monitor"
"Contoso Digital camera accessory kit M200 Grey","687523.41","98.00","683907.70","Monitor"
"The Phone Company Smart phones 4 GB of Memory M300 Black","1259568.60","42.00","681881.64","Monitor"
"NT Wireless Bluetooth Stereo Headphones M402 Green","938497.78","65.00","681699.48","Monitor"
"Contoso Touch Screen Phones 5-Wire/Built-in M500 Black","1367080.76","36.00","677418.42","Monitor"
"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black","684965.82","94.00","676973.22","Monitor"
"WWI Wireless Bluetooth Stereo Headphones M270 White","916146.00","66.00","676229.44","Monitor"
"WWI 2GB Spy Video Recorder Pen M300 Silver","842888.24","69.00","675076.40","Monitor"
"NT Wireless Bluetooth Stereo Headphones E302 Yellow","875412.35","59.00","671027.00","Monitor"
"Contoso Digital Cameras Lightweight Tripod E316 White","678029.22","94.00","667795.92","Monitor"
"NT Wireless Transmitter and Bluetooth Headphones M150 Blue","856953.74","69.00","666491.97","Monitor"
"Contoso Digital camera accessory kit M200 White","666840.23","99.00","665422.52","Monitor"
"WWI 2GB Spy Video Recorder Pen M300 Blue","769054.36","76.00","662673.64","Monitor"
"Contoso Digital Cameras Lightweight Tripod E316 Black","665749.26","94.00","657589.20","Monitor"
"Contoso 16GB New Generation MP5 Player M1650 Pink","748537.04","78.00","656250.19","Monitor"
"Contoso Macro Zoom Lens X300 White","661659.60","95.00","654979.85","Monitor"
"Contoso Mini Battery Charger Kit E320 White","662862.20","97.00","653370.90","Monitor"
"Contoso Rechargeable Battery Pack E310 White","658331.68","95.00","652087.68","Monitor"
"Contoso 16GB Mp5 Player M1600 Black","808892.07","66.00","652059.49","Monitor"
"Contoso Digital Cameras Lightweight Tripod E316 Silver","655702.02","95.00","650306.28","Monitor"
"Contoso 16GB New Generation MP5 Player M1650 Black","772222.22","76.00","648675.20","Monitor"
"Contoso Digital Cameras Lightweight Tripod E316 Pink","651715.02","96.00","646611.66","Monitor"
"Proseware High Speed Laser M2000 Green","651919.50","94.00","645479.25","Monitor"
"Contoso 16GB Mp5 Player M1600 Red","771568.49","72.00","645440.53","Monitor"
"A. Datum Full Frame Digital Camera X300 Green","646831.56","97.00","645224.43","Monitor"
"NT Wireless Bluetooth Stereo Headphones E302 White","831603.50","59.00","640329.10","Monitor"
"Proseware Duplex Scanner M200 Green","643128.72","95.00","637373.04","Monitor"
"Contoso Expandable 4-Handset Cordless Phone System M206 Black","1279061.55","43.00","633757.80","Monitor"
"Contoso Macro Zoom Lens X300 Silver","632025.80","98.00","630811.30","Monitor"
"NT Wireless Bluetooth Stereo Headphones E302 Silver","833505.80","60.00","629885.10","Monitor"
"Contoso 16GB Mp5 Player M1600 White","833529.31","65.00","627606.11","Monitor"
"NT Bluetooth Active Headphones E202 Silver","858121.20","57.00","627013.40","Monitor"
"The Phone Company PDA Palm 3.7 inch M830 White","1128325.00","39.00","625487.5","Monitor"
"A. Datum Consumer Digital Camera M300 Silver","635027.40","91.00","623658.84","Monitor"
"NT Bluetooth Active Headphones E202 White","850844.55","57.00","616508.50","Monitor"
"The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver","1158637.70","40.00","615109.00","Monitor"
"Proseware Fax phone E100 Black","623923.40","90.00","612345.44","Monitor"
"Contoso Expandable 4-Handset Cordless Phone System M206 Grey","1312994.15","40.00","606696.35","Monitor"
"Contoso Expandable 4-Handset Cordless Phone System M206 White","1249461.20","42.00","606515.00","Monitor"
"Contoso Macro Zoom Lens X300 Black","606399.85","98.00","605185.35","Monitor"
"NT Wireless Bluetooth Stereo Headphones E302 Pink","790051.30","60.00","603998.90","Monitor"
"Proseware Laser Fax Printer M250 White","610913.34","94.00","603588.24","Monitor"
"NT Wireless Transmitter and Bluetooth Headphones M150 Green","776406.25","70.00","599559.54","Monitor"
"Contoso Electronic Private Automatic Branch Exchange M90 Black","1207156.38","42.00","598980.69","Monitor"
"Proseware Professional Quality Plain-Paper Fax and Copier X100 Green","600283.44","98.00","597476.25","Monitor"
"Contoso Rechargeable Battery Pack E310 Black","600351.68","95.00","596533.92","Monitor"
"Contoso Car power adapter M90 White","592180.26","98.00","590722.23","Monitor"
"NT Bluetooth Active Headphones E202 Red","817933.85","55.00","588536.15","Monitor"
"MGS Hand Games for Office worker L299 Black","1102124.80","36.00","581543.2","Monitor"
"The Phone Company PDA GPS Phone 3.7 inch M930 Black","1077956.64","39.00","579953.28","Monitor"
"Contoso Car power adapter M90 Grey","576224.46","99.00","575399.16","Monitor"
"Contoso Battery charger - bike E200 Grey","578692.10","97.00","572541.20","Monitor"
"Contoso Battery charger - bike E200 White","579128.55","97.00","572409.25","Monitor"
"MGS Hand Games for Office worker L299 Silver","1099840.00","34.00","572286.4","Monitor"
"Contoso 16GB Mp5 Player M1600 Green","728269.46","67.00","570885.30","Monitor"
"Contoso 16GB Mp5 Player M1600 Blue","721742.43","65.00","567943.54","Monitor"
"Contoso Car power adapter M90 Black","567357.07","99.00","567072.80","Monitor"
"WWI 2GB Spy Video Recorder Pen M300 White","693722.16","72.00","566198.48","Monitor"
"Contoso Electronic Private Automatic Branch Exchange M90 White","1203625.50","40.00","564278.76","Monitor"
"SV Hand Games for Office worker L28 Black","1150006.32","33.00","557747.21","Monitor"
"Contoso Private Automatic Branch Exchange M65 Black","1184545.45","41.00","556116.88","Monitor"
"The Phone Company Microsoft Windows Mobile M200 Pink","1070792.08","37.00","551508.47","Monitor"
"The Phone Company Microsoft Windows Mobile M200 White","1084271.76","40.00","550876.61","Monitor"
"Contoso Private Automatic Branch Exchange M65 Grey","1163083.24","41.00","548120.10","Monitor"
"Contoso 4 Handset Cordless Phone System M86 White","1092498.60","44.00","547407.80","Monitor"
"Contoso Electronic Private Automatic Branch Exchange M90 Grey","1182513.78","40.00","543994.59","Monitor"
"Contoso 16GB New Generation MP5 Player M1650 Silver","665212.15","70.00","538997.88","Monitor"
"SV Hand Games for Office worker L28 Yellow","1047016.73","35.00","536555.89","Monitor"
"The Phone Company Smart phones 320 x 320 M86 Gold","901386.64","45.00","536249.56","Monitor"
"Contoso Battery charger - bike E200 Black","541015.30","97.00","534580.20","Monitor"
"The Phone Company Smart phones 320 x 320 M86 Grey","887877.76","44.00","530951.96","Monitor"
"Contoso Private Automatic Branch Exchange M65 White","1131938.83","40.00","529526.69","Monitor"
"Contoso Expandable 3-Handset Cordless Phone System M204 Black","1090363.65","42.00","526852.70","Monitor"
"Litware 180 CFM Vertical Discharge Fan X450 White","529227.52","92.00","524726.80","Monitor"
"Proseware Laser Fax Printer M250 Grey","529740.38","93.00","524585.68","Monitor"
"WWI 2GB Spy Video Recorder Pen M300 Black","688311.56","65.00","523829.32","Monitor"
"Contoso Expandable 3-Handset Cordless Phone System M204 Grey","1062361.05","42.00","521391.20","Monitor"
"Contoso Notebook Peripheral Kit M69 Black","516651.30","98.00","514275.63","Monitor"
"Proseware Laser Fax Printer M250 Black","518020.22","93.00","514222.02","Monitor"
"MGS Hand Games for Office worker L299 Yellow","1065584.80","32.00","514197.6","Monitor"
"SV Hand Games for Office worker L28 Red","1072644.49","32.00","513298.36","Monitor"
"Contoso Cyber Shot Digital Cameras Adapter E306 Black","519047.84","94.00","512257.97","Monitor"
"MGS Hand Games for Office worker L299 Red","1037428.00","33.00","509364.8","Monitor"
"The Phone Company Microsoft Windows Mobile M200 Black","896819.96","43.00","507910.13","Monitor"
"The Phone Company PDA Phone 3.7 inches M340 White","1093582.56","38.00","507637.20","Monitor"
"Contoso Conversion Lens M550 Silver","506889.79","100.00","506889.79","Monitor"
"Contoso Cyber Shot Digital Cameras Adapter E306 Blue","507323.59","95.00","503469.88","Monitor"
"Contoso behind Centrex X15 Black","1025610.48","42.00","501089.04","Monitor"
"NT Bluetooth Stereo Headphones E52 Yellow","714722.90","49.00","500708.2","Monitor"
"The Phone Company Smart phones -320 x 320 M86 Black","831325.88","44.00","498901.48","Monitor"
"Contoso 2-Line Speakerphone M109 White","1017791.90","42.00","497112.35","Monitor"
"Contoso 4 Handset Cordless Phone System M86 Black","1076627.15","40.00","496748.25","Monitor"
"Contoso 2-Line Speakerphone M109 Black","1065406.25","40.00","495209.10","Monitor"
"Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green","495089.16","99.00","494333.76","Monitor"
"NT Bluetooth Stereo Headphones E52 Black","702513.70","52.00","493883.1","Monitor"
"Contoso General Carrying Case E304 White","500165.96","97.00","493654.55","Monitor"
"Contoso 2-Line Speakerphone M109 Grey","1062129.35","40.00","492461.80","Monitor"
"WWI 2GB Spy Video Recorder Pen M300 Purple","660259.68","63.00","491532.20","Monitor"
"Contoso General Carrying Case E304 Black","498668.03","96.00","491504.46","Monitor"
"Litware 180 CFM Vertical Discharge Fan X450 Blue","494579.12","95.00","491007.12","Monitor"
"Contoso Rechargeable Battery Pack E310 Silver","498306.88","90.00","490956.80","Monitor"
"Contoso Notebook Peripheral Kit M69 Grey","494192.49","98.00","490458.21","Monitor"
"NT Bluetooth Stereo Headphones E52 Pink","708251.50","49.00","488158.4","Monitor"
"The Phone Company Smart phones 320 x 320 M86 White","992505.36","36.00","487379.20","Monitor"
"Contoso Notebook Peripheral Kit M69 White","486420.33","99.00","485797.95","Monitor"
"Litware 180 CFM Vertical Discharge Fan X450 Red","488935.36","90.00","481434.16","Monitor"
"Contoso USB Data Link-direct connect adapter E600 Black","486443.84","97.00","480625.34","Monitor"
"Contoso Behind Centrex X15 White","1042584.48","40.00","479412.00","Monitor"
"Contoso 4 Handset Cordless Phone System M86 Grey","1069146.55","39.00","479122.50","Monitor"
"Contoso Expandable 3-Handset Cordless Phone System M204 White","1051686.30","38.00","477732.30","Monitor"
"SV 22xDVD X680 Black","479722.32","98.00","477146.78","Monitor"
"Contoso General Carrying Case E304 Blue","484697.54","96.00","476728.96","Monitor"
"Contoso USB Wave Multi-Media Keyboard E280 Grey","477273.50","97.00","472845.44","Monitor"
"The Phone Company PDA Handheld 3.7 inch M630 Silver","821990.40","42.00","472155.20","Monitor"
"Litware 20'' Weather-Shield Performance Box Fan E1601 Black","475534.29","96.00","471604.76","Monitor"
"Contoso In front of Centrex L15 Grey","972097.38","42.00","470291.85","Monitor"
"Contoso General Carrying Case E304 Silver","478359.36","96.00","470115.65","Monitor"
"Contoso behind Centrex X15 Grey","1007825.04","40.00","470105.28","Monitor"
"NT Bluetooth Stereo Headphones E52 Blue","700391.50","48.00","467237.7","Monitor"
"SV 22xDVD X680 Silver","467740.46","96.00","466676.65","Monitor"
"The Phone Company Microsoft Windows Mobile M200 Gold","790772.79","45.00","465996.75","Monitor"
"Contoso USB Wave Multi-media Keyboard E280 White","470006.94","97.00","464394.82","Monitor"
"Litware 180 CFM Vertical Discharge Fan X450 Black","469146.48","90.00","464145.68","Monitor"
"Contoso USB Data Link - direct connect adapter E600 White","469410.72","96.00","462885.38","Monitor"
"The Phone Company PDA Palm 4.7 inch L850 White","984409.55","34.00","461545.00","Monitor"
"Litware 20'' Box Fan E401 Yellow","458423.50","97.00","455455.50","Monitor"
"SV 16xDVD M350 Black","458357.76","93.00","455078.40","Monitor"
"The Phone Company PDA Wifi 3.5-inch M200 White","781186.92","44.00","454522.80","Monitor"
"Contoso USB Optical Mouse E200 Black","456872.80","97.00","452061.7","Monitor"
"MGS Hand Games women M400 Red","860080.76","36.00","451855.04","Monitor"
"Contoso USB Data Link - direct connect adapter E600 Grey","455825.60","96.00","448507.22","Monitor"
"Contoso USB Wave Multi-media Keyboard E280 Black","455400.83","96.00","448020.73","Monitor"
"Litware 20'' Box Fan E401 Blue","451652.75","94.00","445200.00","Monitor"
"Contoso In front of Centrex L15 Black","944818.74","40.00","443215.62","Monitor"
"Contoso Connectivity Starter Kit Smart Buy M680 White","445662.88","98.00","443186.69","Monitor"
"Litware 20'' Weather-Shield Performance Box Fan E1601 Yellow","446330.39","95.00","441728.10","Monitor"
"Contoso In front of Centrex L15 White","973872.36","39.00","438856.02","Monitor"
"MGS Hand Games women M400 Yellow","856826.32","34.00","438131.05","Monitor"
"Litware 20'' Box Fan E401 Black","439383.25","96.00","436057.50","Monitor"
"Contoso Connectivity Starter Kit Smart Buy M680 Black","438580.72","98.00","435693.97","Monitor"
"NT Bluetooth Active Headphones E202 Black","533673.35","69.00","433161.35","Monitor"
"SV 16xDVD M350 Silver","435509.76","96.00","432768.00","Monitor"
"Litware 20'' Weather-Shield Performance Box Fan E1601 Orange","438241.98","94.00","431789.60","Monitor"
"SV Hand Games women M40 Black","825706.32","35.00","431533.44","Monitor"
"Contoso Connectivity Starter Kit Smart Buy M680 Grey","430998.19","98.00","429381.61","Monitor"
"Contoso Integrated Business Phone With card L10 White","890949.60","41.00","425993.76","Monitor"
"The Phone Company Microsoft Windows Mobile M200 Grey","821102.07","38.00","425978.95","Monitor"
"SV Hand Games women M40 Silver","838680.72","35.00","424740.24","Monitor"
"WWI Wireless Bluetooth Stereo Headphones M170 Pink","503517.50","71.00","423616.86","Monitor"
"Contoso 2G MP3 Player E200 Red","598719.00","50.00","423599.0","Monitor"
"SV Hand Games women M40 Yellow","841822.32","34.00","421835.28","Monitor"
"Contoso USB Optical Mouse E200 Grey","428361.70","96.00","421717.8","Monitor"
"Contoso USB Optical Mouse E200 White","426244.50","97.00","421156.9","Monitor"
"SV Hand Games women M40 Red","827358.72","34.00","420174.72","Monitor"
"WWI Wireless Bluetooth Stereo Headphones M170 Silver","522720.14","70.00","420140.52","Monitor"
"Litware 20'' Weather-Shield Performance Box Fan E1601 White","422202.77","95.00","416943.01","Monitor"
"The Phone Company Smart phones 320 x 320 M86 Pink","829736.60","35.00","416921.12","Monitor"
"WWI Wireless Bluetooth Stereo Headphones M170 White","528348.50","65.00","416774.54","Monitor"
"Contoso 2-Line Corded Cordless Telephone M202 White","877207.31","41.00","416602.49","Monitor"
"Contoso Hybrid system M60 Black","874581.30","41.00","415576.08","Monitor"
"WWI Stereo Bluetooth Headphones New Generation M370 Orange","513805.16","68.00","413319.28","Monitor"
"Contoso Integrated Business Phone With card L10 Black","864056.16","40.00","411516.96","Monitor"
"Contoso 2-Line Corded Cordless Telephone M202 Grey","890430.67","39.00","404725.46","Monitor"
"Contoso Hybrid system M60 Grey","846974.87","41.00","403245.83","Monitor"
"Litware 20'' Box Fan E401 White","404522.50","97.00","401514.75","Monitor"
"Contoso 2-Line Corded Cordless Telephone M202 Black","834484.66","42.00","400726.46","Monitor"
"Contoso KSU-less key system M38 Black","803572.32","42.00","398621.61","Monitor"
"Contoso 2G MP3 Player E200 Blue","574244.00","49.00","391633.0","Monitor"
"Litware Desktop Wind Tower Oscillating Fan E1201 Brown","391913.28","95.00","388778.83","Monitor"
"MGS Hand Games women M400 Black","799894.27","32.00","388554.53","Monitor"
"Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold","391772.50","96.00","388212.60","Monitor"
"The Phone Company PDA Wifi 4.7-inch L290 Silver","1000653.20","28.00","387772.0","Monitor"
"MGS Hand Games women M400 Silver","794116.40","33.00","386919.05","Monitor"
"Contoso 2G MP3 Player E200 Silver","571846.00","48.00","385451.0","Monitor"
"Contoso 2G MP3 Player E200 Black","578578.00","47.00","384868.0","Monitor"
"Contoso Education Supplies Bundle E200 White","389394.24","97.00","384337.44","Monitor"
"Contoso KSU-less key system M38 Grey","800085.11","41.00","383617.92","Monitor"
"Litware 16"" White Oscillating Stand Fan E701 Silver","386277.01","95.00","382243.25","Monitor"
"Contoso Hybrid system M60 White","819275.13","40.00","381557.92","Monitor"
"Contoso ADSL Modem Splitter/Filter X 3 E300 Black","380411.85","92.00","375746.04","Monitor"
"Contoso Reserve Pen -Tablet Pen E200 Blue","378790.34","97.00","374110.94","Monitor"
"Litware 92mm DBB Case Fan E1101 Silver","377851.48","97.00","373955.08","Monitor"
"Contoso Centrex Phone System L10 White","809273.44","40.00","371478.88","Monitor"
"Contoso KSU-less key system M38 White","779794.76","41.00","370736.34","Monitor"
"Contoso Centrex Phone System L10 Grey","815026.40","40.00","370154.56","Monitor"
"Litware 92mm DBB Case Fan E1101 White","372801.44","96.00","367438.16","Monitor"
"WWI Stereo Bluetooth Headphones New Generation M370 White","490870.16","62.00","366960.00","Monitor"
"Litware Desktop Wind Tower Oscillating Fan E1201 Purple","368947.70","96.00","366271.95","Monitor"
"WWI Stereo Bluetooth Headphones New Generation M370 Blue","458516.52","69.00","364391.28","Monitor"
"Litware 16"" White Oscillating Stand Fan E701 Black","364239.63","97.00","362207.92","Monitor"
"Litware 16"" White Oscillating Stand Fan E701 White","363216.36","95.00","358930.49","Monitor"
"WWI Stereo Bluetooth Headphones New Generation M370 Yellow","437538.64","69.00","358336.44","Monitor"
"Contoso Rechargeable Battery E100 Black","361488.60","97.00","357317.4","Monitor"
"Contoso Expandable Cordless Phone System M008 Black","710599.96","44.00","357096.88","Monitor"
"Contoso Lifestyles Series - Big Button Cordless phone M800 White","702543.74","45.00","356524.84","Monitor"
"Litware 92mm DBB Case Fan E1101 Black","358698.00","97.00","355344.04","Monitor"
"Contoso Education Supplies Bundle E200 Grey","359713.92","97.00","355338.24","Monitor"
"Contoso Expandable1-Handset Cordless Phone System M207 White","666230.06","43.00","354684.10","Monitor"
"Contoso Leather Case - case for digital photo camera X20 Grey","356873.90","98.00","354269.56","Monitor"
"Contoso Centrex Phone System L10 Black","789536.80","39.00","352938.40","Monitor"
"Litware 92mm DBB Case Fan E1101 Grey","358316.00","95.00","352586.00","Monitor"
"Contoso Education Supplies Bundle E200 Black","356556.00","97.00","352290.40","Monitor"
"Litware USB Foam Fan E1301 Red","352584.19","96.00","350158.97","Monitor"
"Contoso ADSL Modem Splitter/Filter X 1 E100 Black","351587.17","96.00","348756.87","Monitor"
"Contoso Mouse Lock Bundle E200 Grey","351199.20","97.00","346480.2","Monitor"
"Contoso Rechargeable Battery E100 Grey","350691.00","97.00","345820.2","Monitor"
"Contoso Mouse Lock Bundle E200 Black","349192.80","97.00","344559.6","Monitor"
"Litware 16"" White Oscillating Stand Fan E701 Grey","348252.89","95.00","344471.24","Monitor"
"Litware USB Foam Fan E1301 Black","346663.80","97.00","344462.76","Monitor"
"Contoso 90W AC/DC Power Adapter E300 Black","348648.66","97.00","344417.87","Monitor"
"Contoso Rechargeable Battery E100 White","347800.20","97.00","343332.0","Monitor"
"Contoso Leather Case - case for digital photo camera X20 White","337096.78","99.00","336369.68","Monitor"
"WWI Stereo Bluetooth Headphones New Generation M370 Black","431973.08","64.00","334361.72","Monitor"
"Litware USB Foam Fan E1301 Pink","335566.89","97.00","333681.74","Monitor"
"WWI Wireless Bluetooth Stereo Headphones M170 Black","414512.16","65.00","333397.56","Monitor"
"Contoso Mouse Lock Bundle E200 White","336916.80","97.00","332191.2","Monitor"
"Contoso Leather Case - case for digital photo camera X20 Black","331795.56","99.00","331636.92","Monitor"
"Contoso 90W AC/DC Power Adapter E300 Grey","334220.27","97.00","329922.71","Monitor"
"Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White","333437.24","97.00","329424.97","Monitor"
"Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey","332623.86","97.00","329030.42","Monitor"
"Contoso Desktop Alternative Bundle E200 Black","332349.90","97.00","328763.58","Monitor"
"MGS Hand Games for students E400 Yellow","693502.24","28.00","326181.44","Monitor"
"Contoso Expandable Cordless Phone System M008 White","680010.38","41.00","326169.06","Monitor"
"Contoso ADSL Modem Splitter/Filter X 3 E300 Grey","327847.32","95.00","325905.48","Monitor"
"SV Hand Games for students E40 Silver","671594.00","29.00","324433.48","Monitor"
"Contoso Multi-line phones M30 Grey","648797.17","44.00","324107.91","Monitor"
"Contoso Expandable Cordless Phone System M008 Grey","672452.83","41.00","322723.24","Monitor"
"Contoso 4-Line Expandable Cordless Phone System M900 White","657061.24","42.00","320935.56","Monitor"
"Contoso ADSL Modem Splitter/Filter X 3 E300 White","326822.46","89.00","320295.72","Monitor"
"Contoso Smart Battery M901 Grey","318278.14","99.00","317574.57","Monitor"
"Contoso 90W AC/DC Power Adapter E300 White","320945.18","97.00","317230.34","Monitor"
"Contoso Desktop Alternative Bundle E200 Grey","321227.62","97.00","317061.16","Monitor"
"Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Black","322013.50","96.00","317054.31","Monitor"
"Litware Desktop Wind Tower Oscillating Fan E1201 Black","319270.49","96.00","316151.33","Monitor"
"Contoso Multi-line phones M30 White","664916.42","42.00","313337.08","Monitor"
"Contoso Expandable1-Handset Cordless Phone System M207 Grey","597715.26","42.00","312942.44","Monitor"
"Contoso Waterproof Accessory Handset and Charging Cradle M609 Black","665296.94","40.00","311381.63","Monitor"
"MGS Hand Games for students E400 Red","666446.24","26.00","311250.80","Monitor"
"Contoso Smart Battery M901 White","312221.09","98.00","311115.48","Monitor"
"Contoso ADSL Modem Splitter/Filter X 2 E200 Black","313864.96","95.00","310536.16","Monitor"
"SV Hand Games for students E40 Black","691889.56","25.00","310136.52","Monitor"
"Contoso 4-Line Expandable Cordless Phone System M900 Black","657506.52","41.00","308913.00","Monitor"
"Contoso Waterproof Accessory Handset and Charging Cradle M609 White","676871.09","39.00","308295.19","Monitor"
"Contoso Desktop Alternative Bundle E200 White","310925.74","97.00","307579.68","Monitor"
"Contoso Smart Battery M901 Black","307772.20","99.00","306957.54","Monitor"
"MGS Hand Games for students E400 Black","654961.68","26.00","305608.20","Monitor"
"SV Hand Games for students E40 Yellow","704036.28","26.00","304675.48","Monitor"
"Litware USB Foam Fan E1301 White","307839.90","95.00","302714.33","Monitor"
"Litware Desktop Wind Tower Oscillating Fan E1201 White","303582.95","97.00","301518.80","Monitor"
"MGS Hand Games for students E400 Silver","667731.40","26.00","300809.32","Monitor"
"Contoso Multi-line phones M30 Black","664662.74","40.00","300600.23","Monitor"
"The Phone Company PDA Phone 4.7 inches L360 Silver","657425.84","35.00","299011.55","Monitor"
"Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 Black","616443.24","41.00","296967.72","Monitor"
"Litware Tower Fan E501 Silver","298897.01","94.00","296694.89","Monitor"
"Litware Tower Fan E501 White","298917.40","93.00","294553.94","Monitor"
"Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 White","611226.84","41.00","293866.86","Monitor"
"Litware Tower Fan E501 Black","297694.00","91.00","293452.88","Monitor"
"Contoso Lifestyles Series - Big Button Cordless phone M800 Black","653124.56","38.00","287712.52","Monitor"
"Contoso Laptop Starter Bundle M200 White","288693.24","98.00","287645.82","Monitor"
"Contoso Education Essentials Bundle M300 Grey","283726.62","99.00","282704.04","Monitor"
"Contoso Education Essentials Bundle M300 White","282621.01","98.00","281484.81","Monitor"
